,Manager Name,Year,Month,AUM (crs),Turnover Ratio,Return
1304,QUANTUM ADVISORS PVT.LTD.,2021,July,21773.4,0.01,2.3
1305,QUANTUM ADVISORS PVT.LTD.,2021,March,19677.72,0.0,1.1
1306,QUANTUM ADVISORS PVT.LTD.,2021,April,19827.44,0.01,0.5
1307,QUANTUM ADVISORS PVT.LTD.,2021,May,21251.15,0.02,4.6
1308,QUANTUM ADVISORS PVT.LTD.,2021,June,21565.36,0.0,4.1
1309,QUANTUM ADVISORS PVT.LTD.,2021,July,21773.4,0.01,2.3
1310,QUEST INVESTMENT ADVISORS PVT. LTD.,2021,March,1805.91077,0.154,-1.1
1311,QUEST INVESTMENT ADVISORS PVT. LTD.,2021,April,1851.37582,0.126,3.1
1312,QUEST INVESTMENT ADVISORS PVT. LTD.,2021,May,1986.9468,0.116,8.3
1313,QUEST INVESTMENT ADVISORS PVT. LTD.,2021,June,2055.84044,0.076,3.69
1314,QUEST INVESTMENT ADVISORS PVT. LTD.,2021,July,2175.57104,0.117,4.93
1315,QUEST INVESTMENT ADVISORS PVT. LTD.,2021,March,1805.91077,0.154,-1.1
1316,QUEST INVESTMENT ADVISORS PVT. LTD.,2021,May,1986.9468,0.116,8.3
1317,QUEST INVESTMENT ADVISORS PVT. LTD.,2021,June,2055.84044,0.076,3.69
1318,QUEST INVESTMENT ADVISORS PVT. LTD.,2021,July,2175.57104,0.117,4.93
1319,R. WADIWALA SECURITIES PRIVATE LIMITED,2021,March,89.81385,0.1195,-0.8538
1320,R. WADIWALA SECURITIES PRIVATE LIMITED,2021,April,89.22842,0.0353,0.0
1321,R. WADIWALA SECURITIES PRIVATE LIMITED,2021,May,92.81489,0.0224,0.0
1322,R. WADIWALA SECURITIES PRIVATE LIMITED,2021,June,94.8888,0.1405,0.0
1323,R. WADIWALA SECURITIES PRIVATE LIMITED,2021,July,97.94873,0.1133,0.0
1324,R. WADIWALA SECURITIES PRIVATE LIMITED,2021,March,89.81385,0.1195,-0.8538
1325,R. WADIWALA SECURITIES PRIVATE LIMITED,2021,April,89.22842,0.0353,0.0
1326,R. WADIWALA SECURITIES PRIVATE LIMITED,2021,May,92.81489,0.0224,0.0
1327,R. WADIWALA SECURITIES PRIVATE LIMITED,2021,June,94.8888,0.1405,0.0
1328,R. WADIWALA SECURITIES PRIVATE LIMITED,2021,July,97.94873,0.1133,0.0
1329,RAJNISH GARG INVESTMENT ADVISORS LLP,2021,March,11.32,0.06,7.4
1330,RAJNISH GARG INVESTMENT ADVISORS LLP,2021,April,13.2,0.03,13.79
1331,RAJNISH GARG INVESTMENT ADVISORS LLP,2021,May,14.53,0.01,9.14
1332,RAJNISH GARG INVESTMENT ADVISORS LLP,2021,June,15.27,0.99,-1.06
1333,RAJNISH GARG INVESTMENT ADVISORS LLP,2021,July,15.3,0.49,0.34
1334,RELIANCE WEALTH MANAGEMENT LIMITED,2021,March,111.04,0.11,0.02
1335,RELIANCE WEALTH MANAGEMENT LIMITED,2021,April,112.68,0.03,2.59
1336,RELIANCE WEALTH MANAGEMENT LIMITED,2021,May,118.71,0.04,6.79
1337,RELIANCE WEALTH MANAGEMENT LIMITED,2021,June,118.4,0.06,3.62
1338,RELIANCE WEALTH MANAGEMENT LIMITED,2021,March,111.04,0.11,0.02
1339,RELIANCE WEALTH MANAGEMENT LIMITED,2021,April,112.68,0.03,2.59
1340,RELIANCE WEALTH MANAGEMENT LIMITED,2021,May,118.71,0.04,6.79
1341,RELIANCE WEALTH MANAGEMENT LIMITED,2021,June,118.4,0.06,3.62
1342,RENAISSANCE INVESTMENT MANAGERS PRIVATE LIMITED,2021,March,129.75023,0.05,0.15
1343,Renaissance Investment Managers Private Limited,2021,March,129.75023,0.05,0.15
1344,REVELATION PORTFOLIO MANAGEMENT PVT. LTD.,2021,March,116.3186,0.0456,5.2251
1345,REVELATION PORTFOLIO MANAGEMENT PVT. LTD.,2021,March,116.3186,0.0456,5.2251
1346,ROHA ASSET MANAGERS LLP,2021,March,19.5,0.3,1.27
1347,ROHA ASSET MANAGERS LLP,2021,April,45.08,0.61,4.92
1348,ROHA ASSET MANAGERS LLP,2021,May,65.24,0.41,11.23
1349,ROHA ASSET MANAGERS LLP,2021,June,86.27,0.21,13.13
1350,ROHA ASSET MANAGERS LLP,2021,July,123.63,0.32,8.87
1351,Sageone Investment Advisors LLP,2021,March,1208.91,0.11,0.93
1352,Sageone Investment Advisors LLP,2021,April,1328.61,0.04,2.71
1353,Sageone Investment Advisors LLP,2021,May,1454.17,0.05,2.08
1354,Sageone Investment Advisors LLP,2021,June,1639.78,0.09,6.02
1355,Sageone Investment Advisors LLP,2021,July,1769.52,0.06,4.51
1356,SAMEEKSHA CAPITAL PRIVATE LIMITED,2021,March,462.19,0.03,2.99
1357,SAMEEKSHA CAPITAL PRIVATE LIMITED,2021,April,466.97,0.05,3.95
1358,SAMEEKSHA CAPITAL PRIVATE LIMITED,2021,May,504.25,0.14,7.29
1359,SAMEEKSHA CAPITAL PRIVATE LIMITED,2021,June,548.04,0.08,5.34
1360,SAMEEKSHA CAPITAL PRIVATE LIMITED,2021,July,573.98,0.2,3.87
1361,Sameeksha Capital Private Limited,2021,March,462.19,0.03,2.99
1362,Sameeksha Capital Private Limited,2021,April,466.97,0.05,3.95
1363,Sameeksha Capital Private Limited,2021,May,504.25,0.14,7.29
1364,Sameeksha Capital Private Limited,2021,June,548.04,0.08,5.34
1365,Sameeksha Capital Private Limited,2021,July,573.98,0.2,3.87
1366,SAMVITTI CAPITAL PRIVATE LIMITED,2021,March,402.7,0.16,1.51
1367,SAMVITTI CAPITAL PRIVATE LIMITED,2021,April,403.53,0.14,0.0
1368,SAMVITTI CAPITAL PRIVATE LIMITED,2021,May,425.14,0.2,6.31
1369,SAMVITTI CAPITAL PRIVATE LIMITED,2021,June,432.48,0.24,6.19
1370,SAMVITTI CAPITAL PRIVATE LIMITED,2021,July,458.99,0.15,8.11
1371,SAMVITTI CAPITAL PRIVATE LIMITED,2021,March,402.7,0.16,1.51
1372,SAMVITTI CAPITAL PRIVATE LIMITED,2021,April,403.53,0.14,0.0
1373,SAMVITTI CAPITAL PRIVATE LIMITED,2021,May,425.14,0.2,6.31
1374,SAMVITTI CAPITAL PRIVATE LIMITED,2021,June,432.48,0.24,6.19
1375,SAMVITTI CAPITAL PRIVATE LIMITED,2021,July,458.99,0.15,8.11
1376,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED,2021,March,462.41,0.13,0.0
1377,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED,2021,April,464.63,0.08,-0.1
1378,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED,2021,May,490.76,0.09,6.73
1379,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED,2021,June,493.61,0.09,2.0
1380,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED,2021,July,507.03,0.08,1.23
1381,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED,2021,March,462.41,0.13,0.0
1382,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED,2021,April,464.63,0.08,-0.1
1383,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED,2021,May,490.76,0.09,6.73
1384,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED,2021,June,493.61,0.09,2.0
1385,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED,2021,July,507.03,0.08,1.23
1386,SATCO CAPITAL MARKETS LTD,2021,March,41.50778,0.167,0.89
1387,SATCO CAPITAL MARKETS LTD,2021,April,47.80607,0.075,5.78
1388,SATCO CAPITAL MARKETS LTD,2021,May,50.6369,0.115,5.36
1389,SATCO CAPITAL MARKETS LTD,2021,June,52.02268,0.185,3.49
1390,SATCO CAPITAL MARKETS LTD,2021,March,41.50778,0.167,0.89
1391,SATCO CAPITAL MARKETS LTD,2021,April,47.80607,0.075,5.78
1392,SATCO CAPITAL MARKETS LTD,2021,May,50.6369,0.115,5.36
1393,SATCO CAPITAL MARKETS LTD,2021,June,52.02268,0.185,3.49
1394,SAVVY CAPITAL ADVISORS LLP,2021,March,174.72349,0.0397,-0.1015
1395,SAVVY CAPITAL ADVISORS LLP,2021,April,197.76341,0.0216,11.5943
1396,SAVVY CAPITAL ADVISORS LLP,2021,May,221.04261,0.0159,11.3705
1397,SAVVY CAPITAL ADVISORS LLP,2021,June,228.26103,0.0742,2.9627
1398,SAVVY CAPITAL ADVISORS LLP,2021,July,256.23667,0.0621,13.5637
1399,SAVVY CAPITAL ADVISORS LLP,2021,March,174.72349,0.0397,-0.1015
1400,SAVVY CAPITAL ADVISORS LLP,2021,April,197.76341,0.0216,11.5943
1401,SAVVY CAPITAL ADVISORS LLP,2021,May,221.04261,0.0159,11.3705
1402,SAVVY CAPITAL ADVISORS LLP,2021,June,228.26103,0.0742,2.9627
1403,SAVVY CAPITAL ADVISORS LLP,2021,July,256.23667,0.0621,13.5637
1404,SBI FUNDS MANAGEMENT PVT LTD,2021,March,759389.767,0.04,0.647
1405,SBI FUNDS MANAGEMENT PVT LTD,2021,April,767099.437,0.005,0.645
1406,SBI FUNDS MANAGEMENT PVT LTD,2021,May,773640.785,0.007,0.619
1407,SBI FUNDS MANAGEMENT PVT LTD,2021,June,779263.551,0.018,0.651
1408,SBI FUNDS MANAGEMENT PVT LTD,2021,July,784290.736,0.008,1.459
1409,SBI FUNDS MANAGEMENT PVT LTD,2021,March,759389.767,0.04,0.647
1410,SBI FUNDS MANAGEMENT PVT LTD,2021,April,767099.437,0.005,0.645
1411,SBI FUNDS MANAGEMENT PVT LTD,2021,May,773640.785,0.007,0.619
1412,SBI FUNDS MANAGEMENT PVT LTD,2021,June,779263.551,0.018,0.651
1413,SBI FUNDS MANAGEMENT PVT LTD,2021,July,784290.736,0.008,1.459
1414,Scient Capital Private Limited,2021,March,93.82,0.09,0.64
1415,Scient Capital Private Limited,2021,April,97.05,0.1,1.33
1416,Scient Capital Private Limited,2021,May,97.36,0.03,3.22
1417,Scient Capital Private Limited,2021,June,102.62,0.09,1.53
1418,Scient Capital Private Limited,2021,July,102.38,0.12,1.63
1419,Scient Capital Private Limited,2021,March,93.82,0.09,0.64
1420,Scient Capital Private Limited,2021,April,97.05,0.1,1.33
1421,Scient Capital Private Limited,2021,May,97.36,0.03,3.22
1422,Scient Capital Private Limited,2021,June,102.62,0.09,1.53
1423,Scient Capital Private Limited,2021,July,102.38,0.12,1.63
1424,SECURITIES INVESTMENT MANAGEMENT PRIVATE LIMITED,2021,March,579.4317,0.034,-1.11
1425,SECURITIES INVESTMENT MANAGEMENT PRIVATE LIMITED,2021,April,609.49163,0.026,4.02
1426,SECURITIES INVESTMENT MANAGEMENT PRIVATE LIMITED,2021,May,658.93678,0.037,6.31
1427,SECURITIES INVESTMENT MANAGEMENT PRIVATE LIMITED,2021,June,677.73053,0.028,3.48
1428,SECURITIES INVESTMENT MANAGEMENT PRIVATE LIMITED,2021,July,694.67092,0.045,4.18
1429,SEERS FUND MANAGEMENT PRIVATE LIMITED,2021,March,51.37,0.01,3.28
1430,SEERS FUND MANAGEMENT PRIVATE LIMITED,2021,April,55.17,0.0,7.47
1431,SEERS FUND MANAGEMENT PRIVATE LIMITED,2021,May,65.21,0.0,18.46
1432,SEERS FUND MANAGEMENT PRIVATE LIMITED,2021,June,71.46,0.0,8.72
1433,SEERS FUND MANAGEMENT PRIVATE LIMITED,2021,July,86.05,0.01,18.52
1434,SEERS FUND MANAGEMENT PRIVATE LIMITED,2021,March,51.37,0.01,3.28
1435,SEERS FUND MANAGEMENT PRIVATE LIMITED,2021,April,55.17,0.0,7.47
1436,SEERS FUND MANAGEMENT PRIVATE LIMITED,2021,May,65.21,0.0,18.46
1437,SEERS FUND MANAGEMENT PRIVATE LIMITED,2021,June,71.46,0.0,8.72
1438,SEERS FUND MANAGEMENT PRIVATE LIMITED,2021,July,86.05,0.01,18.52
1439,SERAPHIC MANAGEMENT & ADVISORY PRIVATE LIMITED,2021,March,172.49,0.11,3.68
1440,SERAPHIC MANAGEMENT & ADVISORY PRIVATE LIMITED,2021,April,184.86,0.0,7.17
1441,SERAPHIC MANAGEMENT & ADVISORY PRIVATE LIMITED,2021,May,196.43,0.04,6.7
1442,SERAPHIC MANAGEMENT & ADVISORY PRIVATE LIMITED,2021,June,202.06,0.05,4.35
1443,SERAPHIC MANAGEMENT & ADVISORY PRIVATE LIMITED,2021,July,214.0,0.03,7.4
1444,Seraphic Management & Advisory Private Limited,2021,March,172.49,0.11,3.68
1445,Seraphic Management & Advisory Private Limited,2021,April,184.86,0.0,7.17
1446,Seraphic Management & Advisory Private Limited,2021,May,196.43,0.04,6.7
1447,SHADE CAPITAL PRIVATE LIMITED,2021,March,47.29,0.04,0.41
1448,SHADE CAPITAL PRIVATE LIMITED,2021,April,52.23,0.03,9.92
1449,SHADE CAPITAL PRIVATE LIMITED,2021,May,54.47,0.07,3.46
1450,SHADE CAPITAL PRIVATE LIMITED,2021,June,58.75,0.08,7.11
1451,SHADE CAPITAL PRIVATE LIMITED,2021,July,61.01999,0.09,2.67
1452,SHADE CAPITAL PRIVATE LIMITED,2021,March,47.29,0.04,0.41
1453,SHADE CAPITAL PRIVATE LIMITED,2021,April,52.23,0.03,9.92
1454,SHADE CAPITAL PRIVATE LIMITED,2021,May,54.47,0.07,3.46
1455,SHADE CAPITAL PRIVATE LIMITED,2021,June,58.75,0.08,7.11
1456,SHADE CAPITAL PRIVATE LIMITED,2021,July,61.01999,0.09,2.67
1457,SHADE CAPITAL PRIVATE LIMITED,2021,March,47.29,0.04,0.41
1458,SHADE CAPITAL PRIVATE LIMITED,2021,April,52.23,0.03,9.92
1459,SHADE CAPITAL PRIVATE LIMITED,2021,May,54.47,0.07,3.46
1460,SHADE CAPITAL PRIVATE LIMITED,2021,June,58.75,0.08,7.11
1461,SHADE CAPITAL PRIVATE LIMITED,2021,July,61.01999,0.09,2.67
1462,Sharekhan Limited,2021,March,98.17788,0.018,1.3
1463,Sharekhan Limited,2021,April,97.43003,0.08,-0.09
1464,Sharekhan Limited,2021,May,98.24366,0.068,5.76
1465,Sharekhan Limited,2021,June,100.222,0.092,2.18
1466,Sharekhan Limited,2021,July,103.33776,0.082,1.66
1467,SHEPHERDS HILL FINANCIAL ADVISORS LLP,2021,March,45.58,0.03,-2.55
1468,SHEPHERDS HILL FINANCIAL ADVISORS LLP,2021,April,49.12,0.01,7.16
1469,SHEPHERDS HILL FINANCIAL ADVISORS LLP,2021,May,57.06,0.04,15.75
1470,SHEPHERDS HILL FINANCIAL ADVISORS LLP,2021,June,61.9,0.0,9.15
1471,SHEPHERDS HILL FINANCIAL ADVISORS LLP,2021,July,65.56,0.02,7.25
1472,Shepherds Hill Financial Advisors LLP,2021,March,45.58,0.03,-2.55
1473,Shepherds Hill Financial Advisors LLP,2021,April,49.12,0.01,7.16
1474,Shepherds Hill Financial Advisors LLP,2021,May,57.06,0.04,15.75
1475,Shepherds Hill Financial Advisors LLP,2021,June,61.9,0.0,9.15
1476,Shepherds Hill Financial Advisors LLP,2021,July,65.56,0.02,7.25
1477,SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2021,March,13.4647,0.211,-0.57
1478,SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2021,April,14.39358,0.149,6.18
1479,SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2021,May,14.86063,0.106,3.38
1480,SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2021,June,15.59468,0.148,4.87
1481,SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2021,July,16.63,0.14,6.43
1482,SmartOwner Services India Pvt. Ltd.,2021,March,92.39999,0.0,0.0
1483,SMC Global Securities Limited,2021,March,39.25379,0.187,1.8
1484,SMC Global Securities Limited,2021,April,41.21116,0.139,2.19
1485,SMC Global Securities Limited,2021,May,47.52975,0.142,6.54
1486,SMC Global Securities Limited,2021,June,48.61665,0.182,2.62
1487,SMC Global Securities Limited,2021,July,51.21418,0.159,2.65
1488,SOLIDARITY ADVISORS PRIVATE LIMITED,2021,March,837.75,0.05,0.0
1489,SOLIDARITY ADVISORS PRIVATE LIMITED,2021,April,909.21,0.03,5.96
1490,SOLIDARITY ADVISORS PRIVATE LIMITED,2021,May,979.12,0.05,5.39
1491,SOLIDARITY ADVISORS PRIVATE LIMITED,2021,June,1033.57,0.04,3.88
1492,Solidarity Advisors Private Limited,2021,April,909.21,0.03,5.96
1493,Solidarity Advisors Private Limited,2021,May,979.12,0.05,5.39
1494,Solidarity Advisors Private Limited,2021,June,1033.57,0.04,3.88
1495,Solidarity Advisors Private Limited,2021,July,1131.67,0.04,6.86
1496,Spark Fund Managers Private Limited,2021,March,141.95,0.03,-3.03
1497,Spark Fund Managers Private Limited,2021,April,143.18,0.19,-0.55
1498,Spark Fund Managers Private Limited,2021,May,155.25,0.22,11.33
1499,Spark Fund Managers Private Limited,2021,June,160.4,0.03,4.46
1500,Spark Fund Managers Private Limited,2021,July,161.56,0.06,2.77
1501,STALLION ASSET PRIVATE LIMITED,2021,March,254.84,0.12,-3.19
1502,STALLION ASSET PRIVATE LIMITED,2021,April,280.56,0.1,2.21
1503,STALLION ASSET PRIVATE LIMITED,2021,May,309.33,0.11,4.04
1504,STALLION ASSET PRIVATE LIMITED,2021,June,345.6,0.09,7.85
1505,STALLION ASSET PRIVATE LIMITED,2021,July,383.76,0.1,4.92
1506,STEWART & MACKERTICH WEALTH MANAGEMENT LIMITED,2021,March,147537639.83,0.4238,4.57
1507,STEWART & MACKERTICH WEALTH MANAGEMENT LIMITED,2021,April,14.7905,0.14559,4.1
1508,STEWART & MACKERTICH WEALTH MANAGEMENT LIMITED,2021,May,16.3908,0.14595,-22.45
1509,STEWART & MACKERTICH WEALTH MANAGEMENT LIMITED,2021,June,16.742,0.25127,0.0
1510,Stewart & Mackertich Wealth Management Limited,2021,April,14.7905,0.14559,4.1
1511,Stewart & Mackertich Wealth Management Limited,2021,May,16.3908,0.14595,-22.45
1512,Stewart & Mackertich Wealth Management Limited,2021,June,16.742,0.25127,0.0
1513,Sundaram Alternate Assets Limited,2021,March,1516.51,0.07,1.52
1514,Sundaram Alternate Assets Limited,2021,April,1559.97,0.07,-1.12
1515,Sundaram Alternate Assets Limited,2021,May,1661.36,0.07,3.67
1516,Sundaram Alternate Assets Limited,2021,June,1733.14,0.07,3.89
1517,Sundaram Alternate Assets Limited,2021,July,1848.21,0.05,-0.2
1518,SUREFIN FINANCIAL CONSULTANTS PVT. LTD,2021,March,46.019,0.029,-2.97
1519,SUREFIN FINANCIAL CONSULTANTS PVT. LTD,2021,March,46.019,0.029,-2.97
1520,SYKES & RAY EQUITIES INDIA LIMITED,2021,March,22.69,0.02,-1.8
1521,SYKES & RAY EQUITIES INDIA LIMITED,2021,April,21.41,0.16,0.74
1522,SYKES & RAY EQUITIES INDIA LIMITED,2021,May,22.32,0.02,6.35
1523,SYKES & RAY EQUITIES INDIA LIMITED,2021,June,23.05,0.01,4.96
1524,SYKES & RAY EQUITIES INDIA LIMITED,2021,July,24.35,0.16,3.84
1525,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED,2021,March,10.36811,0.181,-2.16
1526,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED,2021,April,10.65551,0.249,6.58
1527,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED,2021,May,10.91843,0.366,6.54
1528,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED,2021,June,10.86804,0.303,4.6
1529,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED,2021,July,11.30741,0.501,4.25
1530,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED,2021,March,10.36811,0.181,-2.16
1531,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED,2021,April,10.65551,0.249,6.58
1532,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED,2021,May,10.91843,0.366,6.54
1533,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED,2021,June,10.86804,0.303,4.6
1534,SYSTEMATIX SHARES AND STOCKS (INDIA) LIMITED,2021,July,11.30741,0.501,4.25
1535,T.RAM FINANCIAL SERVICES PRIVATE LIMITED,2021,March,212.29,0.013,0.56
1536,T.RAM FINANCIAL SERVICES PRIVATE LIMITED,2021,April,207.165,0.02,-0.67
1537,T.RAM FINANCIAL SERVICES PRIVATE LIMITED,2021,May,214.981,0.022,7.12
1538,T.RAM FINANCIAL SERVICES PRIVATE LIMITED,2021,June,227.485,0.024,2.72
1539,T.RAM FINANCIAL SERVICES PRIVATE LIMITED,2021,July,227.634,0.018,0.46
1540,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED,2021,March,116.23,0.096,0.0
1541,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED,2021,April,120.68,0.063,0.37
1542,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED,2021,May,135.91,0.083,5.96
1543,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED,2021,July,160.92,0.05,2.78
1544,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED,2021,March,116.23,0.096,0.0
1545,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED,2021,April,120.68,0.063,0.37
1546,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED,2021,May,135.91,0.083,5.96
1547,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED,2021,June,155.65,0.13,2.04
1548,TAMOHARA INVESTMENT MANAGERS PRIVATE LIMITED,2021,July,160.92,0.05,2.78
1549,TATA ASSET MANAGEMENT LIMITED,2021,March,224.1267,0.0515,0.1526
1550,TATA ASSET MANAGEMENT LIMITED,2021,April,226.02,0.04,0.49
1551,TATA ASSET MANAGEMENT LIMITED,2021,May,236.0,0.03,1.96
1552,TATA ASSET MANAGEMENT LIMITED,2021,June,220.11,0.09,0.24
1553,TATA ASSET MANAGEMENT LIMITED,2021,July,224.24,0.05,1.23
1554,TATA ASSET MANAGEMENT LIMITED,2021,March,224.1267,0.0515,0.1526
1555,TATA ASSET MANAGEMENT LIMITED,2021,April,226.02,0.04,0.49
1556,TATA ASSET MANAGEMENT LIMITED,2021,May,236.0,0.03,1.96
1557,TATA ASSET MANAGEMENT LIMITED,2021,June,220.11,0.09,0.24
1558,TATA ASSET MANAGEMENT LIMITED,2021,July,224.24,0.05,1.23
1559,TAURUS TREASURY MANAGEMENT SERVICES PRIVATE LIMITED,2021,March,1.79,0.16,-0.39
1560,TAURUS TREASURY MANAGEMENT SERVICES PRIVATE LIMITED,2021,April,1.8,0.29,0.3
1561,TAURUS TREASURY MANAGEMENT SERVICES PRIVATE LIMITED,2021,May,1.73,0.05,0.74
1562,TAURUS TREASURY MANAGEMENT SERVICES PRIVATE LIMITED,2021,June,1.79,0.0,1.15
1563,Taurus Treasury Management Services Private Limited,2021,March,1.79,0.16,-0.39
1564,Taurus Treasury Management Services Private Limited,2021,April,1.8,0.29,0.3
1565,Taurus Treasury Management Services Private Limited,2021,May,1.73,0.05,0.74
1566,Taurus Treasury Management Services Private Limited,2021,June,1.79,0.0,1.15
1567,Taurus Treasury Management Services Private Limited,2021,July,1.81,0.01,1.16
1568,TCG ADVISORY SERVICES PRIVATE LIMITED,2021,March,5.3,1.51,-1.02
1569,TCG ADVISORY SERVICES PRIVATE LIMITED,2021,April,5.26,0.24,0.27
1570,TCG ADVISORY SERVICES PRIVATE LIMITED,2021,May,5.77,0.19,9.56
1571,TCG ADVISORY SERVICES PRIVATE LIMITED,2021,June,6.94,0.46,3.58
1572,TCG ADVISORY SERVICES PRIVATE LIMITED,2021,July,7.94,0.16,2.2
1573,TCG Advisory Services Private Limited,2021,March,5.3,1.51,-1.02
1574,TCG Advisory Services Private Limited,2021,April,5.26,0.24,0.27
1575,TCG Advisory Services Private Limited,2021,May,5.77,0.19,9.56
1576,TCG Advisory Services Private Limited,2021,June,6.94,0.46,3.58
1577,TCG Advisory Services Private Limited,2021,July,7.94,0.16,2.2
1578,TRIVANTAGE CAPITAL MANAGMENT INDIA PRIVATE LIMITED,2021,March,238.66,0.0,-0.0042
1579,TRIVANTAGE CAPITAL MANAGMENT INDIA PRIVATE LIMITED,2021,April,228.38,0.1868,0.0052
1580,TRIVANTAGE CAPITAL MANAGMENT INDIA PRIVATE LIMITED,2021,May,227.87,0.1757,0.0246
1581,TRIVANTAGE CAPITAL MANAGMENT INDIA PRIVATE LIMITED,2021,June,220.3,0.1942,-0.0021
1582,TRIVANTAGE CAPITAL MANAGMENT INDIA PRIVATE LIMITED,2021,July,223.9,0.135,0.006
1583,TRUST INVESTMENT ADVISORS PVT. LTD.,2021,March,419.05,0.05,-1.32
1584,TRUSTLINE HOLDING PVT. LTD.,2021,March,356.05407,0.046,-0.37
1585,TRUSTLINE HOLDING PVT. LTD.,2021,April,383.06259,0.028,1.93
1586,TRUSTLINE HOLDING PVT. LTD.,2021,May,424.97974,0.024,5.04
1587,TRUSTLINE HOLDING PVT. LTD.,2021,June,449.26127,0.015,2.84
1588,TRUSTLINE HOLDING PVT. LTD.,2021,July,495.897,0.037,4.72
1589,TRUSTLINE HOLDING PVT. LTD.,2021,March,356.05407,0.046,-0.37
1590,TRUSTLINE HOLDING PVT. LTD.,2021,April,383.06259,0.028,1.93
1591,TRUSTLINE HOLDING PVT. LTD.,2021,May,424.97974,0.024,5.04
1592,TRUSTLINE HOLDING PVT. LTD.,2021,June,449.26127,0.015,2.84
1593,TRUSTLINE HOLDING PVT. LTD.,2021,July,495.897,0.037,4.72
1594,TULSIAN PMS PRIVATE LIMITED,2021,March,50.44,0.02,2.17
1595,TULSIAN PMS PRIVATE LIMITED,2021,April,51.96,0.11,3.22
1596,TULSIAN PMS PRIVATE LIMITED,2021,May,53.73,0.12,7.31
1597,TULSIAN PMS PRIVATE LIMITED,2021,June,58.85,0.09,-1.58
1598,TULSIAN PMS PRIVATE LIMITED,2021,July,57.43,0.05,0.88
1599,TURTLE WEALTH MANAGEMENT PVT. LTD.,2021,March,38.84,0.06,-0.09
1600,TURTLE WEALTH MANAGEMENT PVT. LTD.,2021,April,44.22,0.13,8.4
1601,TURTLE WEALTH MANAGEMENT PVT. LTD.,2021,May,48.77,0.06,7.58
1602,TURTLE WEALTH MANAGEMENT PVT. LTD.,2021,June,99.12,0.52,3.82
1603,TURTLE WEALTH MANAGEMENT PVT. LTD.,2021,July,109.51,0.1,4.33
1604,UNIFI CAPITAL PRIVATE LIMITED,2021,March,5272.65,0.11,0.29
1605,UNIFI CAPITAL PRIVATE LIMITED,2021,April,5617.45,0.07,7.17
1606,UNIFI CAPITAL PRIVATE LIMITED,2021,May,6355.7,0.1,14.11
1607,UNIFI CAPITAL PRIVATE LIMITED,2021,June,6868.22,0.11,6.13
1608,UNIFI CAPITAL PRIVATE LIMITED,2021,July,7546.14,0.07,8.18
1609,UNIFI CAPITAL PRIVATE LIMITED,2021,March,5272.65,0.11,0.29
1610,UNIFI CAPITAL PRIVATE LIMITED,2021,April,5617.45,0.07,7.17
1611,UNIFI CAPITAL PRIVATE LIMITED,2021,May,6355.7,0.1,14.11
1612,UNIFI CAPITAL PRIVATE LIMITED,2021,June,6868.22,0.11,6.13
1613,UNIFI CAPITAL PRIVATE LIMITED,2021,July,7546.14,0.07,8.18
1614,UNIQUE ASSET MANAGEMENT LLP,2021,March,911.5,0.03,-1.45
1615,UNIQUE ASSET MANAGEMENT LLP,2021,April,992.55,0.03,4.33
1616,UNIQUE ASSET MANAGEMENT LLP,2021,May,1092.35,0.02,6.11
1617,UNIQUE ASSET MANAGEMENT LLP,2021,June,1167.32,0.03,4.64
1618,UNIQUE ASSET MANAGEMENT LLP,2021,July,1244.4,0.03,5.56
